t    error
5.3046875    0.00512462356933816
5.33203125    0.00506984796018041
5.359375    0.0050159417978922
5.38671875    0.00496288663330109
5.4140625    0.00491066450688595
5.44140625    0.00485925793238472
5.46875    0.004808649883536
5.49609375    0.00475882377760749
5.5234375    0.00470976346348727
5.55078125    0.00466145320583882
5.578125    0.00461387767502341
5.60546875    0.00456702193203855
5.6328125    0.00452087141845841
5.66015625    0.00447541194356007
5.6875    0.0044306296733653
5.71484375    0.0043865111207129
5.7421875    0.00434304313393352
5.76953125    0.00430021288746598
5.796875    0.00425800787103284
5.82421875    0.00421641588215349
5.8515625    0.00417542501545862
5.87890625    0.00413502365463593
5.90625    0.00409520046436824
5.93359375    0.0040559443811727
5.9609375    0.00401724460679728
5.98828125    0.00397909059984458
6.015625    0.00394147206841646
